phase,url,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,estimated_page_bytes,local_request_count,lcp_ms,cls,inp_ms,ttfb_ms,source,notes
baseline,https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,16479,163838,20149,5749148,273860,6223474,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,301.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,15183,163838,20149,4890044,273860,5363074,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,312.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,16334,163838,20149,818068,273860,1292249,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,416.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,14541,163838,20149,1333570,273860,1805958,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,402.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,16380,163838,20149,298764,273860,772991,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,379.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,18231,163838,20149,4439098,273860,4915176,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,341.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,17616,163838,20149,604916,273860,1080379,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,340.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-benchpress/,14557,163838,20149,429772,273860,902176,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,365.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,15011,163838,20149,2000454,273860,2473312,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,479.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,15195,163838,20149,482138,273860,955180,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,567.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-brands-for-woocommerce-free/,16280,163838,20149,512816,273860,986943,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,492.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-broken-image-scanner/,15562,163838,20149,2468062,273860,2941471,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,461.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,15257,163838,20149,992334,273860,1465438,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,515.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-content-restriction-for-wordpress/,15535,163838,20149,1158276,273860,1631658,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,300.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-delete-inactive-users/,13884,163838,20149,1466976,273860,1938707,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,287.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,14471,163838,20149,337878,273860,810196,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,276.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,15810,163838,20149,2078532,273860,2552189,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,255.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,15656,163838,20149,756808,273860,1230311,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,339.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,20515,163838,20149,3001414,273860,3479776,21,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,330.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,14584,163838,20149,836004,273860,1308435,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,312.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-img-a11y/,13631,163838,20149,758676,273860,1230154,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,295.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,16660,163838,20149,163566,273860,638073,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,297.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,17285,163838,20149,1730728,273860,2205860,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,297.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,13990,163838,20149,258388,273860,730225,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,341.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,18224,163838,20149,6260162,273860,6736233,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,318.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-media-copyright-scanner/,15226,163838,20149,746016,273860,1219089,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,255.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,15458,163838,20149,1058334,273860,1531639,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,385.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,15952,163838,20149,1085056,273860,1558855,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,385.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,14280,163838,20149,282034,273860,754161,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,284.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,14886,163838,20149,832204,273860,1304937,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,301.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-persistent-dismissible-notices/,14976,163838,20149,1364560,273860,1837383,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,252.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,18274,163838,20149,3507892,273860,3984013,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,319.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,15890,163838,20149,963386,273860,1437123,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,317.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-seo-for-wordpress/,17538,163838,20149,1976360,273860,2451745,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,370.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,16360,163838,20149,777024,273860,1251231,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,422.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-site-vitals-for-wordpress/,18236,163838,20149,1514908,273860,1990991,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,448.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,14509,163838,20149,650018,273860,1122374,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,381.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-stats-for-wordpress/,16451,163838,20149,1354568,273860,1828866,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,372.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,15651,163838,20149,3135502,273860,3609000,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,335.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-test-orders-for-woocommerce/,15433,163838,20149,911904,273860,1385184,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,376.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,15633,163838,20149,583444,273860,1056924,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,324.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,13793,163838,20149,153700,273860,625340,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,250.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,15935,163838,20149,146822,273860,620604,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,242.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,15145,163838,20149,2094460,273860,2567452,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,242.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,17849,163838,20149,1670852,273860,2146548,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,229.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/invest-in-yourself/,16802,163838,20149,132398,273860,607047,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,308.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,23305,163838,20149,1023752,273860,1504904,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,310.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/leafly-reviews-wordpress-plugin/,16079,163838,20149,156172,273860,630098,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,282.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/leap-the-code-of-extreme-leadership/,21866,163838,20149,2099226,273860,2578939,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,268.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/making-up-for-lost-time/,16645,163838,20149,118056,273860,592548,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,314.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,14013,163838,20149,269378,273860,741238,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,298.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,12690,163838,20149,153700,273860,624237,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,300.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/my-development-projects/,15875,163838,20149,153700,273860,627422,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,305.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/open-source-is-anarchism-in-action/,14011,163838,20149,746748,273860,1218606,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,275.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/organized-chaos/,13703,163838,20149,118056,273860,589606,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,250.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/10/,15205,163838,20149,653276,273860,1126328,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,263.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/11/,15205,163838,20149,653276,273860,1126328,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,404.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/12/,15205,163838,20149,653276,273860,1126328,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,240.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/2/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,338.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/3/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,321.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/4/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,319.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/5/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,439.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/6/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,415.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/7/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,518.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/8/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,357.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/page/9/,15201,163838,20149,653276,273860,1126324,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,306.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/patience/,13831,163838,20149,153700,273860,625378,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,263.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,16792,163838,20149,157924,273860,632563,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,226.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,16105,163838,20149,838464,273860,1312416,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,276.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/,12454,163838,20149,132398,273860,602699,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,240.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/agents-sdk/,10304,163838,20149,153700,273860,621851,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,243.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/dispatch/,10245,163838,20149,153700,273860,621792,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,330.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
